Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT,incident_day_of_week,incident_month
WAYMO LLC,AVT003,2022-07-19 00:00:00,SADHW2S17M1615619,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Tuesday,July
WAYMO LLC,AVT003,2022-07-18 00:00:00,SADHW2S11M1616281,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Monday,July
WAYMO LLC,AVT003,2022-07-17 00:00:00,SADHW2S12M1615947,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Sunday,July
WAYMO LLC,AVT003,2022-07-09 00:00:00,SADHW2S18M1615922,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Saturday,July
WAYMO LLC,AVT003,2022-07-07 00:00:00,SADHW2S10M1616837,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Thursday,July
WAYMO LLC,AVT003,2022-07-06 00:00:00,SADHW2S19M1617016,No,Yes,Test Driver,Street,Disengage for incorrect behavior prediction of other traffic participants,Wednesday,July
WAYMO LLC,AVT003,2022-07-06 00:00:00,SADHW2S14M1615643,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Wednesday,July
WAYMO LLC,AVT003,2022-07-05 00:00:00,SADHW2S19M1615699,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Tuesday,July
WAYMO LLC,AVT003,2022-07-05 00:00:00,SADHW2S10M1617177,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Tuesday,July
WAYMO LLC,AVT003,2022-07-03 00:00:00,SADHW2S10M1617101,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Sunday,July
WAYMO LLC,AVT003,2022-06-28 00:00:00,SADHW2S17M1616799,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,June
WAYMO LLC,AVT003,2022-06-28 00:00:00,SADHW2S17M1616799,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Tuesday,June
WAYMO LLC,AVT003,2022-06-26 00:00:00,SADHW2S17M1615619,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Sunday,June
WAYMO LLC,AVT003,2022-06-25 00:00:00,SADHW2S19M1615749,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Saturday,June
WAYMO LLC,AVT003,2022-06-25 00:00:00,SADHW2S15M1616008,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Saturday,June
WAYMO LLC,AVT003,2022-06-25 00:00:00,SADHW2S10M1616837,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Saturday,June
WAYMO LLC,AVT003,2022-06-24 00:00:00,SADHW2S16M1615823,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Friday,June
WAYMO LLC,AVT003,2022-06-24 00:00:00,SADHW2S16M1615823,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Friday,June
WAYMO LLC,AVT003,2022-06-23 00:00:00,SADHW2S16M1615823,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Thursday,June
WAYMO LLC,AVT003,2022-06-23 00:00:00,SADHW2S10M1617440,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Thursday,June
WAYMO LLC,AVT003,2022-06-23 00:00:00,SADHW2S10M1617440,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Thursday,June
WAYMO LLC,AVT003,2022-06-22 00:00:00,SADHW2S11M1616118,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Wednesday,June
WAYMO LLC,AVT003,2022-06-21 00:00:00,SADHW2S16M1615871,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Tuesday,June
WAYMO LLC,AVT003,2022-06-14 00:00:00,SADHW2S12M1616158,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Tuesday,June
WAYMO LLC,AVT003,2022-06-13 00:00:00,SADHW2S13M1617464,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Monday,June
WAYMO LLC,AVT003,2022-05-23 00:00:00,SADHW2S12M1616726,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Monday,May
WAYMO LLC,AVT003,2022-05-22 00:00:00,SADHW2S16M1616051,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Sunday,May
WAYMO LLC,AVT003,2022-05-21 00:00:00,SADHW2S19M1615671,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Saturday,May
WAYMO LLC,AVT003,2022-05-21 00:00:00,SADHW2S15M1616140,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Saturday,May
WAYMO LLC,AVT003,2022-05-17 00:00:00,SADHW2S1XM1617588,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,May
WAYMO LLC,AVT003,2022-05-16 00:00:00,SADHW2S11M1617625,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Monday,May
WAYMO LLC,AVT003,2022-05-13 00:00:00,SADHW2S10M1616613,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Friday,May
WAYMO LLC,AVT003,2022-05-12 00:00:00,SADHW2S19M1615749,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Thursday,May
WAYMO LLC,AVT003,2022-05-12 00:00:00,SADHW2S15M1615635,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Thursday,May
WAYMO LLC,AVT003,2022-05-10 00:00:00,SADHW2S19M1615864,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Tuesday,May
WAYMO LLC,AVT003,2022-05-08 00:00:00,SADHW2S10M1616613,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Sunday,May
WAYMO LLC,AVT003,2022-05-07 00:00:00,SADHW2S13M1616928,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Saturday,May
WAYMO LLC,AVT003,2022-05-06 00:00:00,SADHW2S16M1617541,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Friday,May
WAYMO LLC,AVT003,2022-05-05 00:00:00,SADHW2S19M1617288,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Thursday,May
WAYMO LLC,AVT003,2022-05-04 00:00:00,SADHW2S1XM1616893,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Wednesday,May
WAYMO LLC,AVT003,2022-05-04 00:00:00,SADHW2S18M1617248,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Wednesday,May
WAYMO LLC,AVT003,2022-05-04 00:00:00,SADHW2S16M1617541,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Wednesday,May
WAYMO LLC,AVT003,2022-05-03 00:00:00,SADHW2S16M1617541,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,May
WAYMO LLC,AVT003,2022-05-03 00:00:00,SADHW2S10M1615767,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,May
WAYMO LLC,AVT003,2022-05-02 00:00:00,SADHW2S19M1615539,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Monday,May
WAYMO LLC,AVT003,2022-05-01 00:00:00,SADHW2S12M1616029,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Sunday,May
WAYMO LLC,AVT003,2022-05-01 00:00:00,SADHW2S16M1615501,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Sunday,May
WAYMO LLC,AVT003,2022-04-26 00:00:00,SADHW2S15M1616333,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,April
WAYMO LLC,AVT003,2022-04-26 00:00:00,SADHW2S12M1615141,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,April
WAYMO LLC,AVT003,2022-04-26 00:00:00,SADHW2S19M1616187,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,April
WAYMO LLC,AVT003,2022-04-26 00:00:00,SADHW2S15M1617546,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,April
WAYMO LLC,AVT003,2022-04-26 00:00:00,SADHW2S10M1617440,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,April
WAYMO LLC,AVT003,2022-04-25 00:00:00,SADHW2S12M1616662,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Monday,April
WAYMO LLC,AVT003,2022-04-25 00:00:00,SADHW2S14M1617537,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Monday,April
WAYMO LLC,AVT003,2022-04-25 00:00:00,SADHW2S15M1616333,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Monday,April
WAYMO LLC,AVT003,2022-04-25 00:00:00,SADHW2S15M1616333,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Monday,April
WAYMO LLC,AVT003,2022-04-24 00:00:00,SADHW2S13M1615469,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Sunday,April
WAYMO LLC,AVT003,2022-04-24 00:00:00,SADHW2S18M1617248,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Sunday,April
WAYMO LLC,AVT003,2022-04-24 00:00:00,SADHW2S12M1617651,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Sunday,April
WAYMO LLC,AVT003,2022-04-23 00:00:00,SADHW2S12M1615687,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Saturday,April
WAYMO LLC,AVT003,2022-04-23 00:00:00,SADHW2S11M1615857,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Saturday,April
WAYMO LLC,AVT003,2022-04-23 00:00:00,SADHW2S16M1616325,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Saturday,April
WAYMO LLC,AVT003,2022-04-21 00:00:00,SADHW2S18M1617248,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Thursday,April
WAYMO LLC,AVT003,2022-04-21 00:00:00,SADHW2S18M1617573,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Thursday,April
WAYMO LLC,AVT003,2022-04-21 00:00:00,SADHW2S19M1617615,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Thursday,April
WAYMO LLC,AVT003,2022-04-19 00:00:00,SADHW2S14M1615447,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,April
WAYMO LLC,AVT003,2022-04-19 00:00:00,SADHW2S14M1615447,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,April
WAYMO LLC,AVT003,2022-04-18 00:00:00,SADHW2S12M1616662,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Monday,April
WAYMO LLC,AVT003,2022-04-17 00:00:00,SADHW2S11M1617365,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Sunday,April
WAYMO LLC,AVT003,2022-04-12 00:00:00,SADHW2S12M1615849,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Tuesday,April
WAYMO LLC,AVT003,2022-04-11 00:00:00,SADHW2S15M1617238,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Monday,April
WAYMO LLC,AVT003,2022-04-06 00:00:00,SADHW2S10M1617633,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Wednesday,April
WAYMO LLC,AVT003,2022-04-02 00:00:00,SADHW2S11M1617186,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,Saturday,April
WAYMO LLC,AVT003,2022-03-29 00:00:00,SADHW2S19M1615539,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,March
WAYMO LLC,AVT003,2022-03-29 00:00:00,SADHW2S19M1615721,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Tuesday,March
WAYMO LLC,AVT003,2022-03-27 00:00:00,SADHW2S1XM1616232,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Sunday,March
WAYMO LLC,AVT003,2022-03-26 00:00:00,SADHW2S1XM1615176,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,Saturday,March
WAYMO LLC,AVT003,2022-03-24 00:00:00,SADHW2S10M1617177,No,Yes,AV System,Street,Disengage for a hardware discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a hardware component of the self-driving system or a component of the base vehicle,Thursday,March
WAYMO LLC,AVT003,2022-03-23 00:00:00,SADHW2S13M1615813,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Wednesday,March
WAYMO LLC,AVT003,2022-03-23 00:00:00,SADHW2S13M1615813,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Wednesday,March
WAYMO LLC,AVT003,2022-03-22 00:00:00,SADHW2S1XM1615761,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Tuesday,March
WAYMO LLC,AVT003,2022-03-18 00:00:00,SADHW2S12M1616726,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,Friday,March
WAYMO LLC,AVT003,2022-03-17 00:00:00,SADHW2S13M1616587,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Thursday,March
WAYMO LLC,AVT003,2022-03-14 00:00:00,SADHW2S18M1616939,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,Monday,March
