Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT,
WAYMO LLC,AVT003,6/17/2021,SADHW2S1XM1614898,No,Yes,Test Driver,Street,Disengage for a recklessly behaving road user,
WAYMO LLC,AVT003,6/19/2021,SADHW2S17M1606225,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,6/19/2021,SADHW2S13M1614497,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,6/20/2021,SADHW2S12M1606200,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,6/20/2021,SADHW2S19M1602676,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,6/22/2021,SADHW2S17M1615300,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,6/23/2021,SADHW2S1XM1614643,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,6/24/2021,SADHW2S1XM1606137,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,6/24/2021,2C4RC1K77HR786122,No,Yes,Test Driver,Street,Disengage for incorrect behavior prediction of other traffic participants,
WAYMO LLC,AVT003,6/24/2021,SADHW2S16M1602702,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,6/25/2021,SADHW2S16M1602702,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,6/25/2021,SADHW2S12M1615754,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,
WAYMO LLC,AVT003,6/29/2021,SADHW2S18M1615564,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,
WAYMO LLC,AVT003,6/30/2021,SADHW2S18M1602703,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,6/30/2021,SADHW2S11M1602641,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,7/1/2021,SADHW2S17M1615619,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,7/4/2021,SADHW2S1XM1602699,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,
WAYMO LLC,AVT003,7/5/2021,SADHW2S11M1602073,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,7/7/2021,SADHW2S11M1602610,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,7/8/2021,SADHW2S11M1602610,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,7/8/2021,SADHW2S11M1602672,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,7/9/2021,SADHW2S10M1616367,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,7/10/2021,SADHW2S17M1614888,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,7/10/2021,SADHW2S19M1615668,No,Yes,Test Driver,Street,Disengage for a recklessly behaving road user,
WAYMO LLC,AVT003,7/11/2021,SADHW2S11M1616054,No,Yes,Test Driver,Street,Disengage for a recklessly behaving road user,
WAYMO LLC,AVT003,7/17/2021,SADHW2S10M1614764,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,7/17/2021,SADHW2S15M1615568,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,7/17/2021,SADHW2S18M1614687,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,
WAYMO LLC,AVT003,7/18/2021,SADHW2S12M1614930,No,Yes,Test Driver,Street,Disengage for a recklessly behaving road user,
WAYMO LLC,AVT003,7/20/2021,SADHW2S18M1615886,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,7/20/2021,SADHW2S15M1616171,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,7/21/2021,SADHW2S12M1614863,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,7/21/2021,SADHW2S12M1614863,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,7/21/2021,SADHW2S1XM1605876,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,7/22/2021,SADHW2S15M1616090,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,
WAYMO LLC,AVT003,7/22/2021,SADHW2S18M1606251,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,7/23/2021,SADHW2S11M1616054,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,7/24/2021,SADHW2S11M1614790,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,7/29/2021,SADHW2S19M1615721,No,Yes,Test Driver,Street,Disengage for incorrect behavior prediction of other traffic participants,
WAYMO LLC,AVT003,7/30/2021,SADHW2S17M1615619,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,7/30/2021,SADHW2S18M1606251,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,7/31/2021,SADHW2S16M1614087,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,
WAYMO LLC,AVT003,7/31/2021,SADHW2S11M1602686,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,
WAYMO LLC,AVT003,7/31/2021,SADHW2S17M1615040,No,Yes,Test Driver,Highway,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,7/31/2021,SADHW2S19M1616044,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,8/1/2021,SADHW2S14M1615643,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,
WAYMO LLC,AVT003,8/1/2021,SADHW2S13M1614497,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,8/1/2021,SADHW2S11M1615678,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,8/3/2021,SADHW2S11M1615292,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,8/3/2021,SADHW2S17M1615300,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,8/4/2021,SADHW2S14M1615383,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,
WAYMO LLC,AVT003,8/6/2021,SADHW2S1XM1614447,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,8/6/2021,SADHW2S19M1614830,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,8/10/2021,SADHW2S13M1615889,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,8/10/2021,SADHW2S1XM1614335,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,
WAYMO LLC,AVT003,8/11/2021,SADHW2S14M1606148,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,8/11/2021,SADHW2S19M1614696,No,Yes,Test Driver,Street,Disengage for a recklessly behaving road user,
WAYMO LLC,AVT003,8/12/2021,SADHW2S11M1614742,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,
WAYMO LLC,AVT003,8/13/2021,SADHW2S11M1606219,No,Yes,AV System,Street,Disengage for a software discrepancy for which our vehicle's diagnostics received a message indicating a potential performance issue with a software component,
WAYMO LLC,AVT003,8/15/2021,SADHW2S16M1615353,No,Yes,Test Driver,Street,Disengage for a recklessly behaving road user,
WAYMO LLC,AVT003,8/18/2021,SADHW2S12M1615706,No,Yes,Test Driver,Street,Disengage for a perception discrepancy for which a component of the vehicle's perception system failed to detect an object correctly,
WAYMO LLC,AVT003,8/18/2021,SADHW2S18M1615564,No,Yes,Test Driver,Street,Disengage for unwanted maneuver of the vehicle that was undesirable under the circumstances,
WAYMO LLC,AVT003,8/21/2021,SADHW2S14M1616307,No,Yes,Test Driver,Street,Disengage for a recklessly behaving road user,
